,token,pos,lemma_gold,lemma_pred
37352,PC133-SDRAM,NOUN,unknown,PC133-SDRAM
37364,unterstützt,VERB,unterstützen,unterstützt
37366,ist,AUX,sein,ist
37370,Prozessoren,NOUN,Prozessor,Prozessoren
37371,integriert,VERB,integrieren,integriert
37373,Mit,ADP,mit,Mit
37374,Crusoe,NOUN,unknown,Crusoe
37378,leistungsfähige,ADJ,leistungsfähig,leistungsfähige
37380,mobile,ADJ,mobil,mobile
37385,optimierte,ADJ,optimieren,optimierte
37386,Geräte,NOUN,Gerät,Geräte
37392,Notebooks,NOUN,Notebook,Notebooks
37394,Web-Pads,NOUN,unknown,Web-Pads
37396,PDAs,NOUN,PDA,PDAs
37398,Im,ADP,im,Im
37401,anderen,ADJ,ander,anderen
37403,Designs,NOUN,Design,Designs
37406,basierend,ADJ,basieren,basierend
37411,kann,AUX,können,kann
37412,Crusoe,NOUN,unknown,Crusoe
37413,jeden,DET,jede,jeden
37414,PC-Browser,NOUN,Browser,PC-Browser
37417,alle,DET,all,alle
37418,Plugins,NOUN,unknown,Plugins
37421,Als,CCONJ,als,Als
37422,Host-Betriebssystem,NOUN,System,Host-Betriebssystem
37423,kommt,VERB,kommen,kommt
37426,erwartet,VERB,erwarten,erwartet
37437,Linux-Schöpfer,NOUN,Schöpfer,Linux-Schöpfer
37440,entwickelt,VERB,entwickeln,entwickelt
37441,hat,AUX,haben,hat
37443,Eine,DET,eine,Eine
37444,weitere,ADJ,weit,weitere
37445,interessante,ADJ,interessant,interessante
37446,Informationen,NOUN,Information,Informationen
37449,Pressekonferenz,NOUN,Konferenz,Pressekonferenz
37451,Neben,ADP,neben,Neben
37453,bekannten,ADJ,bekannt,bekannten
37454,amerikanischen,ADJ,amerikanisch,amerikanischen
37455,Venture-Kapitalisten,NOUN,Kapitalist,Venture-Kapitalisten
37461,gehört,VERB,gehören,gehört
37463,Deutsche,ADJ,deutsch,Deutsche
37467,Haupt-Investoren,NOUN,Investor,Haupt-Investoren
37469,Das,DET,das,Das
37470,deutsche,ADJ,deutsch,deutsche
37471,Design-Haus,NOUN,Haus,Design-Haus
37474,konnte,AUX,können,konnte
37481,Millionen,NOUN,Million,Millionen
37482,Hyperstone-Prozessoren,NOUN,Prozessor,Hyperstone-Prozessoren
37487,Damit,ADV,damit,Damit
37488,verfünffachte,VERB,verfünffachen,verfünffachte
37495,Absolute,ADJ,absolut,Absolute
37496,Zahlen,NOUN,Zahl,Zahlen
37497,gab,VERB,geben,gab
37500,Konstanz,NOUN,Tanz,Konstanz
37501,ansässige,ADJ,ansässig,ansässige
37509,bleibt,VERB,bleiben,bleibt
37515,Börsengang,NOUN,Gang,Börsengang
37525,anstrebt,VERB,anstreben,anstrebt
37528,ist,AUX,sein,ist
37529,eine,PRON,ein,eine
37531,seltenen,ADJ,selten,seltenen
37532,europäischen,ADJ,europäisch,europäischen
37533,Prozessorschmieden,NOUN,Schmiede,Prozessorschmieden
37540,Jahren,NOUN,Jahr,Jahren
37541,versucht,VERB,versuchen,versucht
37552,mäßigem,ADJ,mäßig,mäßigem
37555,Aber,CCONJ,aber,Aber
37558,konnte,AUX,können,konnte
37560,etliche,DET,etlich,etliche
37567,So,ADV,so,So
37568,hat,AUX,haben,hat
37571,Hyperstone-E1-32X-Core,NOUN,Core,Hyperstone-E1-32X-Core
37574,Mikrocontroller-Familie,NOUN,Familie,Mikrocontroller-Familie
37576,ausgewählt,VERB,auswählen,ausgewählt
37578,Vor,ADP,vor,Vor
37579,allem,PRON,all,allem
37581,hat,AUX,haben,hat
37585,digitalen,ADJ,digital,digitalen
37586,Kameras,NOUN,Kamera,Kameras
37588,Compact-Flash-Speicherkarten,NOUN,Karte,Compact-Flash-Speicherkarten
37593,sparenden,ADJ,sparen,sparenden
37594,Hyperstone-RISC/DSP-Prozessorkombination,NOUN,Kombination,Hyperstone-RISC/DSP-Prozessorkombination
37595,beigetragen,VERB,beitragen,beigetragen
37597,Denn,CCONJ,denn,Denn
37601,konnte,AUX,können,konnte
37608,Spezialversion,NOUN,Version,Spezialversion
37611,Flash-Controller,NOUN,Roller,Flash-Controller
37618,Bei,ADP,bei,Bei
37623,Megapixelkameras,NOUN,Kamera,Megapixelkameras
37624,traut,VERB,trauen,traut
37630,Marktanteil,NOUN,Anteil,Marktanteil
37638,anderem,PRON,ander,anderem
37640,Kameras,NOUN,Kamera,Kameras
37649,Für,ADP,für,Für
37651,laufende,ADJ,laufen,laufende
37653,erwartet,VERB,erwarten,erwartet
37657,weiteren,ADJ,weit,weiteren
37658,starken,ADJ,stark,starken
37664,Millionen,NOUN,Million,Millionen
37665,verkaufte,ADJ,verkaufen,verkaufte
37667,lizenzierte,ADJ,lizenzieren,lizenzierte
37668,Prozessoren,NOUN,Prozessor,Prozessoren
37670,Und,CCONJ,und,Und
37673,Fernost-Draht,NOUN,Draht,Fernost-Draht
37675,auszubauen,VERB,ausbauen,auszubauen
37684,Entwicklungsbüro,NOUN,Büro,Entwicklungsbüro
37687,eröffnet,VERB,eröffnen,eröffnet
37689,Am,ADP,am,Am
37690,gleichen,ADJ,gleich,gleichen
37700,neuer,ADJ,neu,neuer
37701,Mobile-Prozessoren,NOUN,Prozessor,Mobile-Prozessoren
37703,Abwärtstrend,NOUN,Trend,Abwärtstrend
37705,wollte,AUX,wollen,wollte
37707,verhagelte,VERB,verhageln,verhagelte
37709,einflussreiche,ADJ,einflussreich,einflussreiche
37719,Hoffnungen,NOUN,Hoffnung,Hoffnungen
37721,Prozessor-Herstellers,NOUN,Hersteller,Prozessor-Herstellers
37723,Erst,ADV,erst,Erst
37726,zweite,ADJ,zweit,zweite
37729,sieht,VERB,sehen,sieht
37734,Auf,ADP,auf,Auf
37736,Consumer-Sektor,NOUN,Sektor,Consumer-Sektor
37737,soll,AUX,sollen,soll
37746,Und,CCONJ,und,Und
37749,Firmen,NOUN,Firma,Firmen
37750,beginnt,VERB,beginnen,beginnt
37754,Erneuerungszyklus,NOUN,Zyklus,Erneuerungszyklus
37759,Jahr-2000-Problem,NOUN,Problem,Jahr-2000-Problem
37760,hervorgerufenen,ADJ,hervorrufen,hervorgerufenen
37761,Einkaufswelle,NOUN,Welle,Einkaufswelle
37764,Doch,CCONJ,doch,Doch
37766,steht,VERB,stehen,steht
37770,Tränen,NOUN,Träne,Tränen
37773,Der,DET,der,Der
37774,Nasdaq-Index,NOUN,Index,Nasdaq-Index
37775,könnte,AUX,können,könnte
37783,Stützungsline,NOUN,unknown,Stützungsline
37807,Und,CCONJ,und,Und
37811,sagt,VERB,sagen,sagt
37814,reagiert,VERB,reagieren,reagiert
37819,Unmittelbar,ADJ,unmittelbar,Unmittelbar
37831,ging,VERB,gehen,ging
37833,Aktienkurs,NOUN,Kurs,Aktienkurs
37836,freien,ADJ,frei,freien
37840,Nach,ADP,nach,Nach
37842,Stunden,NOUN,Stunde,Stunden
37843,lag,VERB,liegen,lag
37853,Eröffnungskurs,NOUN,Kurs,Eröffnungskurs
37857,US-Dollar,NOUN,Dollar,US-Dollar
37869,Wie,CCONJ,wie,Wie
37872,letzten,ADJ,letzte,letzten
37874,präsentierte,VERB,präsentieren,präsentierte
37877,K7-Prozessor,NOUN,Prozessor,K7-Prozessor
37884,verschlossenen,ADJ,verschließen,verschlossenen
37885,Türen,NOUN,Tür,Türen
37894,Es,PRON,es,Es
37895,soll,AUX,sollen,soll
37900,zweite,ADJ,zweit,zweite
37901,Prototyp-Generation,NOUN,Generation,Prototyp-Generation
37903,B-Step,NOUN,Step,B-Step
37906,Prozessors,NOUN,Prozessor,Prozessors
37911,nächsten,ADJ,nächste,nächsten
37913,C-Step,NOUN,Step,C-Step
37915,will,AUX,wollen,will
37924,Benchmarkwerte,NOUN,Wert,Benchmarkwerte
37925,wollte,AUX,wollen,wollte
37931,Vorabtests,NOUN,Test,Vorabtests
37932,ließ,VERB,lassen,ließ
37935,Messestand,NOUN,Stand,Messestand
37939,So,ADV,so,So
37940,bleibt,VERB,bleiben,bleibt
37943,AMD-Aussage,NOUN,Aussage,AMD-Aussage
37949,jeden,DET,jeder,jeden
37953,soll,AUX,sollen,soll
37956,schnellste,ADJ,schnell,schnellste
37957,Intel-Prozessor,NOUN,Prozessor,Intel-Prozessor
37959,Der,DET,der,Der
37961,besitzt,VERB,besitzen,besitzt
37963,integrierten,ADJ,integrieren,integrierten
37964,L1-Cache,NOUN,Cache,L1-Cache
37970,L2-Cache,NOUN,Cache,L2-Cache
37978,ist,AUX,sein,ist
37981,Pentium,NOUN,unknown,Pentium
37983,ausgelagert,VERB,auslagern,ausgelagert
37985,Dafür,ADV,dafür,Dafür
37986,sind,AUX,sein,sind
37987,eigene,ADJ,eigen,eigene
37988,Chipsätze,NOUN,Chipsatz,Chipsätze
37990,Boards,NOUN,Board,Boards
37993,Neben,ADP,neben,Neben
37995,AMD-Entwicklungsboard,NOUN,Board,AMD-Entwicklungsboard
38000,waren,AUX,sein,waren
38002,Prototyp-Boards,NOUN,Board,Prototyp-Boards
38007,einigen,DET,einig,einigen
38008,taiwanischen,ADJ,taiwanisch,taiwanischen
38009,Boardherstellern,NOUN,Hersteller,Boardherstellern
38013,PC-Gehäuse,NOUN,Gehäuse,PC-Gehäuse
38015,Wer,PRON,wer,Wer
38019,Einheits-Grau,NOUN,Grau,Einheits-Grau
38023,PC-Gehäusen,NOUN,Gehäuse,PC-Gehäusen
38024,sattgesehen,VERB,sattsehen,sattgesehen
38025,hat,AUX,haben,hat
38027,findet,VERB,finden,findet
38033,farbenfrohe,ADJ,farbenfroh,farbenfrohe
38034,Alternativen,NOUN,Alternative,Alternativen
38036,Die,DET,die,Die
38039,iMac-Design,NOUN,Design,iMac-Design
38040,angelehnten,ADJ,anlehnen,angelehnten
38043,Towergehäuse,NOUN,Gehäuse,Towergehäuse
38044,sind,AUX,sein,sind
38053,Designstudien,NOUN,Studie,Designstudien
38055,verschiedenen,ADJ,verscheiden,verschiedenen
38056,Farben,NOUN,Farbe,Farben
38067,Preislich,ADJ,preislich,Preislich
38072,ausgestatteten,ADJ,ausstatten,ausgestatteten
38073,herkömmlichen,ADJ,herkömmlich,herkömmlichen
38084,oberen,ADJ,obere,oberen
38090,hat,AUX,haben,hat
38095,Notebook-Prozessoren,NOUN,Prozessor,Notebook-Prozessoren
38098,CPUs,NOUN,CPU,CPUs
38099,erweitert,VERB,erweitern,erweitert
38101,Den,DET,den,Den
38103,Pentium,NOUN,unknown,Pentium
38105,gibt,VERB,geben,gibt
38114,Mobile-Celeron-Linie,NOUN,Linie,Mobile-Celeron-Linie
38115,wurde,AUX,werden,wurde
38121,hochgeschraubt,VERB,hochschrauben,hochgeschraubt
38123,Der,DET,der,Der
38124,Mobile,ADJ,mobil,Mobile
38125,Pentium,NOUN,unknown,Pentium
38127,bringt,VERB,bringen,bringt
38136,laufenden,ADJ,laufen,laufenden
38139,Kernspannung,NOUN,Spannung,Kernspannung
38144,Prozessors,NOUN,Prozessor,Prozessors
38146,kann,AUX,können,kann
38149,Akkuenergie,NOUN,Energie,Akkuenergie
38153,Bei,ADP,bei,Bei
38154,aktiviertem,ADJ,aktivieren,aktiviertem
38156,beträgt,VERB,betragen,beträgt
38163,In,ADP,in,In
38167,steckt,VERB,stecken,steckt
38169,Wesentlichen,NOUN,Wesentlich,Wesentlichen
38171,Mobile-Pentium-III-Kern,NOUN,Kern,Mobile-Pentium-III-Kern
38174,läuft,VERB,laufen,läuft
38180,großem,ADJ,groß,großem
38181,L2-Cache,NOUN,Cache,L2-Cache
38183,Alle,DET,all,Alle
38184,neuen,ADJ,neu,neuen
38185,Prozessoren,NOUN,Prozessor,Prozessoren
38186,sind,AUX,sein,sind
38193,ausgelegt,VERB,auslegen,ausgelegt
38195,Mit,ADP,mit,Mit
38197,weiteren,ADJ,weit,weiteren
38198,Prozessoren,NOUN,Prozessor,Prozessoren
38199,überrascht,VERB,überraschen,überrascht
38202,Fachwelt,NOUN,Welt,Fachwelt
38205,gelang,VERB,gelingen,gelang
38210,Kernspannung,NOUN,Spannung,Kernspannung
38212,Pentium-III-Prozessors,NOUN,Prozessor,Pentium-III-Prozessors
38221,Da,SCONJ,da,Da
38228,eingeht,VERB,eingehen,eingeht
38230,begnügt,VERB,begnügen,begnügt
38242,Hinzu,ADP,hinzu,Hinzu
38243,kommt,VERB,kommen,kommt
38246,genannte,ADJ,nennen,genannte
38247,Quickstart-Technologie,NOUN,Technologie,Quickstart-Technologie
38253,Stromsparmodus,NOUN,Modus,Stromsparmodus
38254,schaltet,VERB,schalten,schaltet
38262,hat,AUX,haben,hat
38264,Beides,PRON,beide,Beides
38265,verlängert,VERB,verlängern,verlängert
38269,Akkulaufzeit,NOUN,Laufzeit,Akkulaufzeit
38272,löst,VERB,lösen,löst
38274,allem,PRON,all,allem
38276,Wärmeproblem,NOUN,Problem,Wärmeproblem
38279,Notebooks,NOUN,Notebook,Notebooks
38281,Meist,ADV,meist,Meist
38283,laute,ADJ,laut,laute
38292,ausgeklügeltem,ADJ,ausklügeln,ausgeklügeltem
38293,Wärmedesign,NOUN,Design,Wärmedesign
38296,viele,ADJ,viel,viele
38297,Notebooks,NOUN,Notebook,Notebooks
38307,ist,AUX,sein,ist
38309,Die,DET,die,Die
38310,"1,1-V-CPU",NOUN,CPU,"1,1-V-CPU"
38311,darf,AUX,dürfen,darf
38315,wichtiger,ADJ,wichtig,wichtiger
38319,Prozessorentwicklung,NOUN,Entwicklung,Prozessorentwicklung
38321,Notebooks,NOUN,Notebook,Notebooks
38325,reagiert,VERB,reagieren,reagiert
38331,angekündigten,ADJ,ankündigen,angekündigten
38332,Crusoe-Prozessor,NOUN,Prozessor,Crusoe-Prozessor
38334,Doch,CCONJ,doch,Doch
38339,Notebook-Hersteller,NOUN,Hersteller,Notebook-Hersteller
38341,Lieferschwierigkeiten,NOUN,Lieferschwierigkeit,Lieferschwierigkeiten
38343,Intel-Prozessoren,NOUN,Prozessor,Intel-Prozessoren
38345,Man,PRON,man,Man
38346,muss,AUX,müssen,muss
38351,Mobilgeräte,NOUN,Gerät,Mobilgeräte
38355,vorgestellten,ADJ,vorstellen,vorgestellten
38356,CPUs,NOUN,CPU,CPUs
38359,Verfügbarkeitsangabe,NOUN,Angabe,Verfügbarkeitsangabe
38370,Zwei,NUM,zwei,Zwei
38371,Milliarden,NOUN,Milliarde,Milliarden
38373,will,AUX,wollen,will
38377,weitere,ADJ,weit,weitere
38378,Chip-Fabrik,NOUN,Fabrik,Chip-Fabrik
38388,errichtet,VERB,errichten,errichtet
38390,soll,AUX,sollen,soll
38397,Werke,NOUN,Werk,Werke
38400,Baubeginn,NOUN,Beginn,Baubeginn
38401,ist,AUX,sein,ist
38408,zweiten,ADJ,zweit,zweiten
38411,nächsten,ADJ,nächste,nächsten
38412,Jahres,NOUN,Jahr,Jahres
38413,soll,AUX,sollen,soll
38416,aufgenommen,VERB,aufnehmen,aufgenommen
38419,Ein,DET,ein,Ein
38420,kühnes,ADJ,kühn,kühnes
38427,größten,ADJ,groß,größten
38432,läßt,VERB,lassen,läßt
38436,hat,AUX,haben,hat
38442,bedrohte,ADJ,bedrohen,bedrohte
38449,gefunden,VERB,finden,gefunden
38451,Die,DET,die,Die
38452,Chip-Fabrik,NOUN,Fabrik,Chip-Fabrik
38453,geht,VERB,gehen,geht
38458,Millionen,NOUN,Million,Millionen
38459,US-Dollar,NOUN,Dollar,US-Dollar
38462,deutsche,ADJ,deutsch,deutsche
38466,Das,PRON,das,Das
38467,spült,VERB,spülen,spült
38475,amerikanischen,ADJ,amerikanisch,amerikanischen
38476,Konzerns,NOUN,Konzern,Konzerns
38480,vergangene,ADJ,vergehen,vergangene
38483,kräftigem,ADJ,kräftig,kräftigem
38484,Bilanzverlust,NOUN,Verlust,Bilanzverlust
38485,abschloss,VERB,abschließen,abschloss
38493,Halbleitermarkt,NOUN,Markt,Halbleitermarkt
38494,befürchtet,VERB,befürchten,befürchtet
38496,Nichtsdestotrotz,ADV,nichtsdestotrotz,Nichtsdestotrotz
38497,hat,AUX,haben,hat
38502,mehrere,DET,mehrer,mehrere
38503,Firmen,NOUN,Firma,Firmen
38504,aufgekauft,VERB,aufkaufen,aufgekauft
38509,Raid-Bereich,NOUN,Bereich,Raid-Bereich
38515,Lizenzen,NOUN,Lizenz,Lizenzen
38517,neue,ADJ,neu,neue
38518,Prozessoren,NOUN,Prozessor,Prozessoren
38519,erworben,VERB,erwerben,erworben
38521,Das,DET,das,Das
38522,Erfurter,ADJ,erfurter,Erfurter
38528,ist,AUX,sein,ist
38533,analogen,ADJ,analog,analogen
38535,Mixed-Signal-Chips,NOUN,Chip,Mixed-Signal-Chips
38536,spezialisiert,VERB,spezialisieren,spezialisiert
38538,Es,PRON,es,Es
38539,besitzt,VERB,besitzen,besitzt
38542,Werken,NOUN,Werk,Werken
38546,6-Zoll-Wafer,NOUN,Wafer,6-Zoll-Wafer
38552,Prozess,NOUN,Prozeß,Prozess
38556,Mitarbeitern,NOUN,Mitarbeiter,Mitarbeitern
38559,amerikanische,ADJ,amerikanisch,amerikanische
38564,6-Zoll-Wafer,NOUN,Wafer,6-Zoll-Wafer
38570,Prozess,NOUN,Prozeß,Prozess
38579,abkaufte,VERB,abkaufen,abkaufte
38581,Die,DET,die,Die
38586,arbeitet,VERB,arbeiten,arbeitet
38588,8-Zoll-Wafern,NOUN,Wafer,8-Zoll-Wafern
38591,Prozess,NOUN,Prozeß,Prozess
38594,soll,AUX,sollen,soll
38600,ausgelegt,VERB,auslegen,ausgelegt
38603,X-FAB-Chef,NOUN,Chef,X-FAB-Chef
38606,hatte,AUX,haben,hatte
38609,vergangenen,ADJ,vergehen,vergangenen
38610,Jahres,NOUN,Jahr,Jahres
38611,angekündigt,VERB,ankündigen,angekündigt
38615,Millionen,NOUN,Million,Millionen
38618,neue,ADJ,neu,neue
38619,Fertigungskapazitäten,NOUN,Kapazität,Fertigungskapazitäten
38624,Nun,ADV,nun,Nun
38625,sind,AUX,sein,sind
38630,Millionen,NOUN,Million,Millionen
38636,X-FAB-Jahresumsatz,NOUN,Umsatz,X-FAB-Jahresumsatz
38639,Millionen,NOUN,Million,Millionen
38641,geworden,AUX,werden,geworden
38644,wurde,AUX,werden,wurde
38645,ebenso,ADV,so,ebenso
38654,Design-Schmiede,NOUN,Schmiede,Design-Schmiede
38657,Jahre,NOUN,Jahr,Jahre
38661,gegründet,VERB,gründen,gegründet
38663,übernahm,VERB,übernehmen,übernahm
38665,Fertigungsstätte,NOUN,Stätte,Fertigungsstätte
38667,Nachbarn,NOUN,Nachbar,Nachbarn
38673,privatisiert,VERB,privatisieren,privatisiert
38677,belgische,ADJ,belgisch,belgische
38681,verkauft,VERB,verkaufen,verkauft
38682,wurde,AUX,werden,wurde
38684,Zuvor,ADV,zuvor,Zuvor
38685,hatte,AUX,haben,hatte
38693,gehört,VERB,gehören,gehört
38695,Der,DET,der,Der
38696,Design-Bereich,NOUN,Bereich,Design-Bereich
38699,arbeitet,VERB,arbeiten,arbeitet
38703,Namen,NOUN,Name,Namen
38707,Lange,ADJ,lange,Lange
38708,hat,AUX,haben,hat
38711,gesträubt,VERB,sträuben,gesträubt
38714,schnelleren,ADJ,schnell,schnelleren
38715,DRAMs,NOUN,DRAM,DRAMs
38722,Auf,ADP,auf,Auf
38723,Roadmaps,NOUN,Roadmap,Roadmaps
38724,fand,VERB,finden,fand
38740,Sterbenswörtchen,NOUN,Wörtchen,Sterbenswörtchen
38744,Schließlich,ADV,schließlich,Schließlich
38745,wollte,AUX,wollen,wollte
38756,entwickelten,ADJ,entwickeln,entwickelten
38760,Doch,CCONJ,doch,Doch
38766,diverser,ADJ,divers,diverser
38767,Probleme,NOUN,Problem,Probleme
38776,mäßige,ADJ,mäßig,mäßige
38777,Performance,NOUN,unknown,Performance
38789,hat,AUX,haben,hat
38792,besonnen,VERB,besinnen,besonnen
38794,Nun,ADV,nun,Nun
38795,wird,AUX,werden,wird
38799,validiert,VERB,validieren,validiert
38802,Die,DET,die,Die
38804,Chipsatz-Generation,NOUN,Generation,Chipsatz-Generation
38806,wird,AUX,werden,wird
38809,anders,ADV,ander,anders
38812,neue,ADJ,neu,neue
38813,Via-Chipsatz,NOUN,Chipsatz,Via-Chipsatz
38822,Erst,ADV,erst,Erst
38824,nächsten,ADJ,nächste,nächsten
38825,Jahres,NOUN,Jahr,Jahres
38826,will,AUX,wollen,will
38830,PC133-Chipsätzen,NOUN,Chipsatz,PC133-Chipsätzen
38838,Und,CCONJ,und,Und
38841,Das,DET,das,Das
38845,Dual-Tauglichkeit,NOUN,Tauglichkeit,Dual-Tauglichkeit
38847,Pentium-III-Prozessoren,NOUN,Prozessor,Pentium-III-Prozessoren
38848,entpuppte,VERB,entpuppen,entpuppte
38852,Druckfehler,NOUN,Fehler,Druckfehler
38855,Vorversion,NOUN,Version,Vorversion
38857,alle,DET,all,alle
38858,FC-PGA-Prozessoren,NOUN,Prozessor,FC-PGA-Prozessoren
38861,cC0-Maske,NOUN,Maske,cC0-Maske
38866,sind,AUX,sein,sind
38870,geeignet,ADJ,eignen,geeignet
38872,Nur,ADV,nur,Nur
38874,beiden,ADJ,beide,beiden
38875,Gigahertz-Versionen,NOUN,Version,Gigahertz-Versionen
38877,Slot-Ausführung,NOUN,Ausführung,Slot-Ausführung
38882,Bezeichnungen,NOUN,Bezeichnung,Bezeichnungen
38889,diese,DET,dies,diese
38890,diskriminierende,ADJ,diskriminieren,diskriminierende
38891,Kennung,NOUN,unknown,Kennung
38893,Der,DET,der,Der
38894,neuere,ADJ,neu,neuere
38896,soll,AUX,sollen,soll
38906,Dual-Betrieb,NOUN,Betrieb,Dual-Betrieb
38907,keine,DET,kein,keine
38908,Probleme,NOUN,Problem,Probleme
38911,Nur,ADV,nur,Nur
38912,sind,AUX,sein,sind
38913,cC0-Versionen,NOUN,Version,cC0-Versionen
38925,Die,DET,die,Die
38928,existenten,ADJ,existent,existenten
38929,"1,13-GHz-Versionen",NOUN,Version,"1,13-GHz-Versionen"
38930,wären,AUX,sein,wären
38939,Zumindest,ADV,zumindest,Zumindest
38940,muss,AUX,müssen,muss
38954,Fussnote,NOUN,Note,Fussnote
38960,Prozessoren,NOUN,Prozessor,Prozessoren
38962,gleichen,ADJ,gleich,gleichen
38963,Taktfrequenzen,NOUN,Taktfrequenz,Taktfrequenzen
38965,steht,VERB,stehen,steht
38978,Die,DET,die,Die
38979,erhoffte,ADJ,erhoffen,erhoffte
38985,zurückgezogenen,ADJ,zurückziehen,zurückgezogenen
38986,"1,13-GHz-Prozessor",NOUN,Prozessor,"1,13-GHz-Prozessor"
38987,lässt,VERB,lassen,lässt
38994,Wie,CCONJ,wie,Wie
38996,vermutet,VERB,vermuten,vermutet
38998,sind,AUX,sein,sind
39002,Pentium,NOUN,unknown,Pentium
39004,angegebenen,ADJ,angeben,angegebenen
39005,beiden,ADJ,beide,beiden
39006,Memory-Alising-Fehler,NOUN,Fehler,Memory-Alising-Fehler
39010,Pentium-III-Update,NOUN,Update,Pentium-III-Update
39019,Diese,DET,diese,Diese
39023,alle,DET,all,alle
39024,Masken,NOUN,Maske,Masken
39026,alle,DET,all,alle
39027,Geschwindigkeiten,NOUN,Geschwindigkeit,Geschwindigkeiten
39029,sind,AUX,sein,sind
39038,hat,AUX,haben,hat
39048,freien,ADJ,frei,freien
39052,gestellt,VERB,stellen,gestellt
39054,Es,PRON,es,Es
39055,bietet,VERB,bieten,bietet
39056,Bibliotheken,NOUN,Bibliothek,Bibliotheken
39059,genannten,ADJ,nennen,genannten
39062,Compiler-Macros,NOUN,Macros,Compiler-Macros
39073,XMM-Register,NOUN,Register,XMM-Register
39075,kann,AUX,können,kann
39077,Auch,ADV,auch,Auch
39079,Inline-Assembler,NOUN,Assembler,Inline-Assembler
39080,beherrscht,VERB,beherrschen,beherrscht
39085,neuen,ADJ,neu,neuen
39086,Befehle,NOUN,Befehl,Befehle
39088,kennt,VERB,kennen,kennt
39099,zeigt,VERB,zeigen,zeigt
39101,MM/XMM-Register,NOUN,Register,MM/XMM-Register
39104,Der,DET,der,Der
39106,bietet,VERB,bieten,bietet
39109,neuen,ADJ,neu,neuen
39110,Datentypen,NOUN,Typ,Datentypen
39119,Neue,ADJ,neu,Neue
39120,Alignment-Möglichkeiten,NOUN,Möglichkeit,Alignment-Möglichkeiten
39123,Datentypen,NOUN,Typ,Datentypen
39126,Es,PRON,es,Es
39127,gibt,VERB,geben,gibt
39129,leichte,ADJ,leicht,leichte
39130,Inkonsistenzen,NOUN,Konsistenz,Inkonsistenzen
39133,Intel-C-Compiler,NOUN,Compiler,Intel-C-Compiler
39139,behoben,VERB,beheben,behoben
39143,Anders,ADV,ander,Anders
39146,Intel-C-Compiler,NOUN,Compiler,Intel-C-Compiler
39147,nimmt,VERB,nehmen,nimmt
39151,keine,DET,kein,keine
39152,automatischen,ADJ,automatisch,automatischen
39153,Optimierungen,NOUN,Optimierung,Optimierungen
39156,Pentium,NOUN,unknown,Pentium
39162,Das,DET,das,Das
39166,grosse,ADJ,gross,grosse
39168,setzt,VERB,setzen,setzt
39181,ist,AUX,sein,ist
39183,Zeitgleich,ADJ,zeitgleich,Zeitgleich
39186,spektakulärer,ADJ,spektakulär,spektakulärer
39189,Crusoe-Prozessors,NOUN,Prozessor,Crusoe-Prozessors
39191,mobile,ADJ,mobil,mobile
39192,Geräte,NOUN,Gerät,Geräte
39193,hat,AUX,haben,hat
39195,neue,ADJ,neu,neue
39197,Spezialversionen,NOUN,Version,Spezialversionen
39204,herausgebracht,VERB,herausbringen,herausgebracht
39206,Den,DET,den,Den
39207,K6-2E,NOUN,2E,K6-2E
39208,bringt,VERB,bringen,bringt
39211,"1,9-V-Core-Spannung",NOUN,Spannung,"1,9-V-Core-Spannung"
39213,Taktraten,NOUN,Taktrate,Taktraten
39225,Desktop-Prozessor,NOUN,Prozessor,Desktop-Prozessor
39228,Taktraten,NOUN,Taktrate,Taktraten
39238,Die,DET,die,Die
39239,350-MHz-Low-Power-Ausführung,NOUN,Ausführung,350-MHz-Low-Power-Ausführung
39240,spezifiziert,VERB,spezifizieren,spezifiziert
39244,typischen,ADJ,typisch,typischen
39245,Leistungsaufnahme,NOUN,Aufnahme,Leistungsaufnahme
39259,Siebenfache,ADJ,siebenfach,Siebenfache
39271,soll,AUX,sollen,soll
39275,DVD-Betrieb,NOUN,Betrieb,DVD-Betrieb
39282,schluckt,VERB,schlucken,schluckt
39285,Der,DET,der,Der
39286,K6-2E,NOUN,2E,K6-2E
39287,arbeitet,VERB,arbeiten,arbeitet
39289,preiswerter,ADJ,preiswert,preiswerter
39290,Standard-Sockel-7-Peripherie,NOUN,Peripherie,Standard-Sockel-7-Peripherie
39293,Während,SCONJ,während,Während
39299,Schweigens,NOUN,Schweigen,Schweigens
39302,neuen,ADJ,neu,neuen
39303,Prozessorgenerationen,NOUN,Generation,Prozessorgenerationen
39304,hüllt,VERB,hüllen,hüllt
39309,manchem,DET,manch,manchem
39310,Intel-Distributor,NOUN,Distributor,Intel-Distributor
39314,Typen,NOUN,Typus,Typen
39316,Preise,NOUN,Preis,Preise
39321,So,ADV,so,So
39322,kann,AUX,können,kann
39325,Pioneer,NOUN,unknown,Pioneer
39328,Preise,NOUN,Preis,Preise
39334,avisierten,ADJ,avisieren,avisierten
39335,Mobile-Prozessoren,NOUN,Prozessor,Mobile-Prozessoren
39337,integriertem,ADJ,integrieren,integriertem
39342,Codename,NOUN,Name,Codename
39347,Rechnet,VERB,rechnen,Rechnet
39350,typische,ADJ,typisch,typische
39359,erhält,VERB,erhalten,erhält
39364,Intel-OEM-Preis,NOUN,Preis,Intel-OEM-Preis
39371,Für,ADP,für,Für
39373,andere,ADJ,ander,andere
